u,v,key,osmid,highway,lanes,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,name,width,junction,access
3343504707,3343504711,0,"[277008313, 1290396978]",tertiary,,50,True,False,5.479428315039652,"LINESTRING (11.9594534 57.7061229, 11.9594602 57.7061383, 11.9594642 57.7061469, 11.9594724 57.7061711)",,,,Stora Badhusgatan,,,
3343504711,5890052100,0,"[277008313, 1290396979, 786953892, 61950438]",tertiary,2,50,True,False,57.043912966014915,"LINESTRING (11.9594724 57.7061711, 11.95948 57.7061901, 11.9595013 57.7062354, 11.9596773 57.7065197, 11.9596924 57.7065426, 11.9597091 57.7065655, 11.9597304 57.7065996, 11.9597432 57.706616, 11.9597621 57.7066597)",,,yes,"['Operagatan', 'Residensbron', 'Stora Badhusgatan']",,,
3374722587,2388781379,0,230366405,secondary,1,50,True,False,21.54253275195123,"LINESTRING (11.957231 57.6940101, 11.9572368 57.6939911, 11.9572527 57.6939713, 11.9572782 57.6939525, 11.9573189 57.6939348, 11.9573777 57.693919, 11.9574238 57.6939125, 11.9574656 57.6939098, 11.9575002 57.6939088)",,,,Övre Husargatan,,circular,
3374722587,311887170,0,643033041,secondary,1,50,True,False,125.59522735916102,"LINESTRING (11.957231 57.6940101, 11.9571342 57.6939349, 11.9569602 57.6937838, 11.9566795 57.6935215, 11.9564288 57.6932968, 11.9561528 57.693039)",,,,Övre Husargatan,,,
3374722589,2388781396,0,230366405,secondary,1,50,True,False,21.125473882541314,"LINESTRING (11.9576391 57.6940326, 11.9576073 57.6940502, 11.9575717 57.6940649, 11.9575299 57.6940795, 11.9574941 57.6940895, 11.9574546 57.6941008, 11.9574025 57.6941082, 11.9573607 57.6941088, 11.9573285 57.6941032)",,,,Övre Husargatan,,circular,
3374722589,181796899,0,230368171,secondary,1,50,True,False,136.57024930196977,"LINESTRING (11.9576391 57.6940326, 11.9576585 57.6940916, 11.9576728 57.6942017, 11.9576762 57.6942124, 11.9576901 57.6942565, 11.9578431 57.6945349, 11.9580683 57.6949478, 11.958142 57.695075, 11.9581567 57.6950994, 11.9582097 57.6951962, 11.9582219 57.6952177)",,,,Övre Husargatan,,,
3377817871,33482648,0,"[643032420, 1375621389]",tertiary,,50,True,False,72.56448643234359,"LINESTRING (11.9525862 57.6919691, 11.9525893 57.6919777, 11.9526063 57.692031, 11.9526549 57.6922276, 11.952695 57.6924568, 11.952698 57.6924865, 11.9527008 57.692618)",,,,Linnégatan,,,
3381864418,30156712,0,4835513,residential,2,50,False,False,181.02363595069158,"LINESTRING (11.9370854 57.6921382, 11.937068 57.6921919, 11.9370468 57.6922627, 11.9369237 57.6925848, 11.9368292 57.6927381, 11.9365807 57.6935168, 11.9365401 57.6935935, 11.9365266 57.6936224, 11.9364591 57.6936635, 11.9364061 57.6936796, 11.9363634 57.6936896)",,,,Bangatan,,,
3381864418,30486745,0,4835513,residential,2,50,False,True,43.91998599222455,"LINESTRING (11.9370854 57.6921382, 11.9371209 57.6920866, 11.9374058 57.6917826)",,,,Bangatan,,,
3382764347,30133790,0,"[995312889, 51086403]",tertiary,2,50,False,False,21.144875729552865,"LINESTRING (11.9468969 57.6939068, 11.9471195 57.6938598, 11.9472288 57.6938383)",,,yes,Jungmansgatan,,,
3382764347,30133768,0,"[51086403, 51086404, 1361107855, 4730736, 1081543227]",tertiary,2,50,False,True,304.5036915940661,"LINESTRING (11.9468969 57.6939068, 11.9467787 57.693944, 11.9467174 57.6939696, 11.9466438 57.694013, 11.9466073 57.6940584, 11.9465925 57.6940964, 11.9465405 57.6942966, 11.9464781 57.694537, 11.9464284 57.6947226, 11.9464045 57.6948133, 11.9463705 57.6949258, 11.9463528 57.6949952, 11.9463037 57.6952011, 11.9462166 57.6954916, 11.9461634 57.695701, 11.946126 57.6958063, 11.9460904 57.6958667, 11.9460485 57.6959151, 11.9460043 57.6959631, 11.9459076 57.696025, 11.9458468 57.6960548, 11.9457803 57.696079, 11.9456138 57.6961351, 11.9453172 57.6962374, 11.9451285 57.6962965)",,,,"['Fjällgatan', 'Jungmansgatan']",,,
3382764347,30133797,0,"[18468178, 1363152447]",residential,,50,False,False,371.3076893314154,"LINESTRING (11.9468969 57.6939068, 11.9468433 57.693834, 11.9468167 57.693795, 11.9467757 57.6937305, 11.9467543 57.693692, 11.9467363 57.6936407, 11.9467295 57.6935552, 11.9468218 57.6931223, 11.9469369 57.6926735, 11.9469618 57.692561, 11.9469435 57.692458, 11.9469342 57.6924198, 11.9468752 57.6921872, 11.9466595 57.6913834, 11.9465737 57.6909982, 11.9464906 57.6906059)",,,,Jungmansgatan,,,
3384329335,3384329340,0,1144476840,tertiary,2,50,False,True,23.14769720988046,"LINESTRING (11.9481432 57.6934992, 11.9481461 57.693685, 11.9481429 57.6937073)",,,,Vegagatan,,,
3384329335,31098738,0,"[1136951376, 1421497733]",tertiary,2,50,False,False,93.28473247209399,"LINESTRING (11.9481432 57.6934992, 11.9481541 57.6928624, 11.948154 57.6928345, 11.9481544 57.6928128, 11.9481539 57.6927692, 11.9481539 57.6926603)",,,,Vegagatan,,,
3384329340,31098737,0,1144476840,tertiary,2,50,False,True,4.4041112436868906,"LINESTRING (11.9481429 57.6937073, 11.9481415 57.6937469)",,,,Vegagatan,,,
3384329340,3384329350,0,331372995,tertiary,,50,True,False,3.310988398716739,"LINESTRING (11.9481429 57.6937073, 11.9481255 57.6937197, 11.9481087 57.6937308)",,,,August Kobbsgatan,,,
3384329340,3384329335,0,1144476840,tertiary,2,50,False,False,23.14769720988046,"LINESTRING (11.9481429 57.6937073, 11.9481461 57.693685, 11.9481432 57.6934992)",,,,Vegagatan,,,
3384329350,31098737,0,331372993,tertiary,1,50,True,False,2.6465911380635245,"LINESTRING (11.9481087 57.6937308, 11.9481415 57.6937469)",,,,August Kobbsgatan,,,
3384329350,3384329360,0,"[331372995, 995312887]",tertiary,1,50,True,False,34.017059539275664,"LINESTRING (11.9481087 57.6937308, 11.9480898 57.6937427, 11.9480516 57.6937556, 11.9479624 57.6937702, 11.9478511 57.6937788, 11.9477244 57.6937896, 11.9475648 57.6938097)",,,yes,August Kobbsgatan,,,
3384329354,3384329335,0,"[331377891, 995312885]",tertiary,1,50,True,False,49.4125339853462,"LINESTRING (11.9475045 57.69376, 11.9475896 57.6937272, 11.9477277 57.6936946, 11.9478665 57.6936631, 11.9479711 57.6936288, 11.948008 57.6936129, 11.9480511 57.6935887, 11.9481066 57.6935458, 11.9481432 57.6934992)",,,yes,August Kobbsgatan,,,
3384329354,3384329350,0,"[331372993, 995312886]",tertiary,1,50,True,False,36.8295555391934,"LINESTRING (11.9475045 57.69376, 11.9477237 57.6937276, 11.9478303 57.6937176, 11.9478913 57.6937136, 11.9479644 57.6937136, 11.9480348 57.6937172, 11.9480697 57.6937208, 11.9481087 57.6937308)",,,yes,August Kobbsgatan,,,
3384329360,30133790,0,995312888,tertiary,,50,True,False,20.27192530042266,"LINESTRING (11.9475648 57.6938097, 11.9473547 57.693834, 11.9472288 57.6938383)",,,yes,August Kobbsgatan,,,
3384329368,31098737,0,331377892,residential,,50,False,False,22.187431501669387,"LINESTRING (11.9481344 57.6939464, 11.9481415 57.6937469)",,,,Vegagatan,,,
3384329368,31098706,0,"[1298041168, 166511773]",residential,2,50,False,True,287.37170667128976,"LINESTRING (11.9481344 57.6939464, 11.9481356 57.6939695, 11.9481325 57.6940241, 11.948134 57.6942453, 11.9481321 57.696155, 11.9481319 57.696239, 11.9481274 57.6963036, 11.9481297 57.6964234, 11.9481317 57.6965307)",,,,Vegagatan,,,
3384329368,3384329360,0,"[995312888, 331372994]",tertiary,,50,True,False,40.59783254423306,"LINESTRING (11.9481344 57.6939464, 11.9480837 57.6938899, 11.9480543 57.6938692, 11.94801 57.6938509, 11.9479483 57.693834, 11.9479115 57.6938233, 11.9478431 57.6938125, 11.9477928 57.69381, 11.9477284 57.6938075, 11.9475648 57.6938097)",,,yes,August Kobbsgatan,,,
3388355827,33072008,0,"[1313908371, 107296205, 107296206]",residential,,50,False,False,54.500025948518655,"LINESTRING (11.9544978 57.6925851, 11.9546374 57.6925829, 11.9547836 57.6925806, 11.9550418 57.69257, 11.9551274 57.6925624, 11.9551812 57.692553, 11.9552445 57.692538, 11.9552953 57.6925204, 11.9553724 57.6924872)",,,,Nordenskiöldsgatan,,,
3388355827,33482648,0,"[953959888, 1313908371, 1147775077, 1215733213]",residential,3,50,False,True,106.85783092451369,"LINESTRING (11.9544978 57.6925851, 11.9543324 57.6925876, 11.9535329 57.6926027, 11.9531975 57.6926091, 11.9529949 57.6926129, 11.9528106 57.6926164, 11.9527008 57.692618)",,,,Nordenskiöldsgatan,,,
3388355827,83615017,0,"[1373015202, 1374619558, 10135250, 1081330622, 1081330623]",residential,,50,False,True,156.12845165373997,"LINESTRING (11.9544978 57.6925851, 11.9544758 57.6927007, 11.9544483 57.6927718, 11.9540374 57.6938318, 11.954016 57.6938871, 11.9539834 57.6939614)",,,,Sveagatan,,,
3388355848,312627389,0,28455604,residential,,50,True,False,63.8361234285331,"LINESTRING (11.9570434 57.6955023, 11.9572918 57.69544, 11.957521 57.6953817, 11.9577589 57.6953197, 11.9578296 57.6953019, 11.9578497 57.6952978, 11.9579485 57.6952752, 11.9580145 57.6952571)",,,,Skanstorget,,,
3395861633,292560110,0,26675660,residential,,50,False,True,160.32021225513162,"LINESTRING (11.9334984 57.6791184, 11.9334885 57.6790905, 11.9334664 57.679046, 11.9334022 57.6789045, 11.9333914 57.6788806, 11.93333 57.6787452, 11.9332964 57.6786712, 11.9332934 57.6786646, 11.9332337 57.6785903, 11.9332143 57.678552, 11.9331774 57.678505, 11.9331506 57.6784735, 11.933105 57.6784143, 11.9329635 57.6783128, 11.9328455 57.678239, 11.9328349 57.6782336, 11.9326985 57.6781634, 11.9326859 57.6781569, 11.9326229 57.6781311, 11.9325718 57.6781128, 11.9324103 57.6780551, 11.9321267 57.6779518)",,,,Sollidsgatan,,,
3396224374,105980631,0,332482446,residential,,50,False,False,24.54407693062365,"LINESTRING (11.9733224 57.694785, 11.9734734 57.6948895, 11.9736062 57.6949427)",,,,Kapellgatan,,,
3428401525,175671314,0,"[605533593, 16945019]",unclassified,1,,True,False,35.39237490080866,"LINESTRING (11.9664935 57.7097686, 11.9664502 57.7097615, 11.966417 57.7097521, 11.9663825 57.7097365, 11.9663469 57.7097085, 11.9663714 57.7096645, 11.9664497 57.7094996)",,,,Östra Hamngatan,,,
3428401525,5627310014,0,"[1115827768, 1087336673, 1365203308]",unclassified,,,True,False,127.94563647212343,"LINESTRING (11.9664935 57.7097686, 11.966441 57.7097822, 11.9663335 57.7098075, 11.9662611 57.7098426, 11.9662361 57.7098535, 11.9662107 57.7098716, 11.966173 57.7098963, 11.9660334 57.7102094, 11.9659977 57.7102846, 11.9659868 57.7103567, 11.9660616 57.7104658, 11.9660946 57.7105368, 11.9660884 57.7105927, 11.9660385 57.7106504, 11.9659213 57.710789)",,,,Kanaltorgsgatan,,,
3450406387,30440909,0,988276431,residential,1,50,True,False,9.385004278363613,"LINESTRING (11.9490616 57.6999541, 11.9490607 57.6999566, 11.9490517 57.6999862, 11.9490387 57.7000376)",,,,Nordhemsgatan,,,
3461232710,31098713,0,4835491,unclassified,,50,False,False,48.727927340172066,"LINESTRING (11.9459288 57.7006871, 11.9459807 57.7005359, 11.9460269 57.7003951, 11.9460634 57.7002549)",,,,Värmlandsgatan,,,
3473721571,25734041,0,"[491954483, 491966843, 300980558]",tertiary,"['3', '4']",50,False,False,180.39081212161176,"LINESTRING (11.9715832 57.6972605, 11.9718806 57.6972707, 11.9724017 57.6972906, 11.9731659 57.6973215, 11.9734976 57.6973367, 11.9737947 57.6973505, 11.9740114 57.6973946, 11.9741944 57.6974497, 11.9742948 57.6974863, 11.9745079 57.6975605)",,,,Engelbrektsgatan,,,
3473721571,312999719,0,491954483,tertiary,4,50,False,True,62.381208132425684,"LINESTRING (11.9715832 57.6972605, 11.9707986 57.6972412, 11.9707138 57.6972392, 11.9705375 57.6972212)",,,,Engelbrektsgatan,,,
3473721571,30470414,0,"[1159600296, 1159600297, 1159600298, 1159600299, 1159600300]",residential,,50,False,False,97.98205349288257,"LINESTRING (11.9715832 57.6972605, 11.9716219 57.6972008, 11.9716804 57.6971331, 11.9717025 57.6971075, 11.9717485 57.6970543, 11.971893 57.696887, 11.9721928 57.6965487, 11.9722353 57.6965007, 11.972274 57.6964608)",,,,Molinsgatan,,,
3499249062,3499249064,0,349865659,unclassified,,,True,False,4.748664919767585,"LINESTRING (11.9550211 57.7020893, 11.9550435 57.7020969, 11.9550637 57.7021062, 11.9550814 57.7021169)",,,,Rosenlundsgatan,,circular,
3499249063,1404738420,0,"[126815299, 29206172, 343000271]",unclassified,1,50,True,False,57.375931114589584,"LINESTRING (11.9547747 57.7021188, 11.9547631 57.7020994, 11.9545926 57.7018274, 11.9545133 57.7017645, 11.9544673 57.7017041, 11.9544413 57.7016605, 11.9544243 57.7016405)",,,yes,Järntorgsgatan,,,
3499249063,3499249062,0,349865659,unclassified,,,True,False,16.352312934197965,"LINESTRING (11.9547747 57.7021188, 11.954806 57.7021009, 11.9548444 57.7020874, 11.9548706 57.7020817, 11.9548981 57.7020782, 11.9549403 57.7020769, 11.954982 57.7020807, 11.9550211 57.7020893)",,,,Rosenlundsgatan,,circular,
3499249064,6482686247,0,"[316761210, 343000268, 1081709334, 1081709335, 4273082]",unclassified,,"['30', '50']",False,"[False, True]",430.7459299981669,"LINESTRING (11.9550814 57.7021169, 11.9551215 57.702107, 11.9551595 57.7020986, 11.95518 57.702094, 11.9552195 57.7020819, 11.9554009 57.7020212, 11.9555095 57.7019818, 11.9555913 57.7019356, 11.9556224 57.7019143, 11.9556825 57.7018732, 11.9558179 57.7017593, 11.9561478 57.7014386, 11.9562203 57.7013992, 11.9563168 57.7013637, 11.9564147 57.7013426, 11.9565006 57.7013336, 11.9569364 57.7012802, 11.9571794 57.70125, 11.9575684 57.7012025, 11.9578195 57.7011677, 11.9581839 57.7011245, 11.9582841 57.7011131, 11.9583685 57.7011011, 11.9585642 57.7010779, 11.9587194 57.7010638, 11.9591167 57.7010352, 11.9593419 57.7010187, 11.9594576 57.7010091, 11.9596972 57.7009938, 11.9598184 57.7010081, 11.9599298 57.7008625, 11.9601484 57.7007944, 11.9602758 57.7007722, 11.9603562 57.700765, 11.9605105 57.7007557, 11.9606741 57.7007564, 11.9608927 57.700765, 11.9610026 57.7007829, 11.9611099 57.7008202, 11.9612954 57.7008636)",,,,"['Rosenlundsplatsen', 'Rosenlundsgatan']",,,
3499249064,3499249072,0,349865659,unclassified,,,True,False,12.987589683240468,"LINESTRING (11.9550814 57.7021169, 11.9551042 57.7021374, 11.9551176 57.7021603, 11.9551206 57.7021841, 11.9551139 57.7022064, 11.9550982 57.7022273)",,,,Rosenlundsgatan,,circular,
3499249072,3499249079,0,349865659,unclassified,,,True,False,13.464018594608461,"LINESTRING (11.9550982 57.7022273, 11.9550811 57.7022415, 11.95506 57.7022539, 11.9550353 57.7022643, 11.95501 57.7022719, 11.9549829 57.7022773, 11.9549464 57.702281, 11.9549093 57.7022808)",,,,Rosenlundsgatan,,circular,
3499249072,7644391634,0,818568681,tertiary,,50,True,False,73.32933354849285,"LINESTRING (11.9550982 57.7022273, 11.9551676 57.7022983, 11.955307 57.7025475, 11.9553909 57.7027133, 11.9554525 57.7028571)",,,,Stora Badhusgatan,,,
3499249073,312633322,0,4273084,unclassified,2,50,False,True,166.24058900102463,"LINESTRING (11.9547605 57.7022272, 11.9547152 57.702247, 11.954697 57.702255, 11.9546187 57.7022909, 11.9542126 57.702545, 11.953856 57.7028114, 11.9538357 57.7028457, 11.9538506 57.7028763, 11.9540842 57.7030926, 11.9543074 57.703286, 11.9543853 57.7033485, 11.9545124 57.703441)",,,,Rosenlundsgatan,,,
3499249073,3499249063,0,"[349865659, 1417145165]",unclassified,,,True,False,12.697972520941763,"LINESTRING (11.9547605 57.7022272, 11.9547422 57.7022004, 11.9547384 57.7021719, 11.9547495 57.702144, 11.9547693 57.7021242, 11.9547747 57.7021188)",,,,Rosenlundsgatan,,circular,
3499249079,3499249073,0,"[349865659, 1417145165]",unclassified,,,True,False,11.079683572233687,"LINESTRING (11.9549093 57.7022808, 11.9548728 57.7022768, 11.9548384 57.7022691, 11.9548075 57.7022579, 11.9547812 57.7022438, 11.954763 57.7022292, 11.9547605 57.7022272)",,,,Rosenlundsgatan,,circular,
3579707437,1375971934,0,"[1292395256, 166612441, 166612430, 1292395255]",secondary,"['3', '4']",50,True,False,28.7503281089729,"LINESTRING (11.9775947 57.7075956, 11.977604 57.7075785, 11.9776142 57.707551, 11.9776235 57.7075355, 11.9776754 57.7074266, 11.977698 57.7073792, 11.9777132 57.707345)",,,yes,"['Västra Stampbron', 'Nya Allén', 'Polhemsplatsen']",,,
3579707437,1277414014,0,1432101176,residential,1,40,True,False,37.5797181432409,"LINESTRING (11.9775947 57.7075956, 11.9774639 57.7075926, 11.9773306 57.7075944, 11.9769623 57.7075973)",,,,Stampgatan,,,
3662347334,25599393,0,781613986,unclassified,,,True,False,5.82930074945005,"LINESTRING (11.963029 57.7056061, 11.9630097 57.7056575)",,,,Västra Hamngatan,,,
3662347334,1386002108,0,207370414,unclassified,1,,True,False,21.618320884802092,"LINESTRING (11.963029 57.7056061, 11.9630136 57.7055882, 11.9630006 57.7055609, 11.9629944 57.705537, 11.9629911 57.7055142, 11.9629939 57.7054921, 11.9629968 57.7054778, 11.9630026 57.7054535, 11.9630174 57.7054158)",,,,Södra Hamngatan,,,
3708102867,30133736,0,4730729,residential,,50,False,False,116.61815366598861,"LINESTRING (11.9449148 57.6938477, 11.9446317 57.6948855)",,,,Eldaregatan,,,
3708147553,30133650,0,"[366833192, 1081697373]",residential,,50,False,True,59.52153946497536,"LINESTRING (11.9372369 57.695793, 11.9372316 57.6956435, 11.9372349 57.6955984, 11.9372497 57.6955765, 11.9372832 57.6955629, 11.9373369 57.6955539, 11.9375254 57.6955378, 11.9376147 57.6955332, 11.9377442 57.6955224, 11.9378226 57.6955066)",,,,Krokegatan,,,
3764228305,5840553183,0,372859548,tertiary,2,50,False,False,154.48098993924907,"LINESTRING (11.9592939 57.7058795, 11.9592861 57.7058619, 11.959118 57.7055259, 11.9590661 57.705453, 11.9589845 57.7053911, 11.9586381 57.7051879, 11.958584 57.7051652, 11.9585175 57.7051458, 11.9584236 57.7051362, 11.9582574 57.7051257, 11.9581167 57.7051041, 11.957915 57.7050506, 11.9578403 57.7050257, 11.95778 57.7049852, 11.9577498 57.7049394, 11.9577471 57.7049082)",,,,Stora Badhusgatan,,,
3764228305,3343504707,0,372859549,tertiary,,50,True,False,28.72759259694687,"LINESTRING (11.9592939 57.7058795, 11.9593902 57.7060031, 11.9594347 57.7060893, 11.9594534 57.7061229)",,,,Stora Badhusgatan,,,
3797401428,9765247946,0,"[781614690, 28638518]",unclassified,,,True,False,8.985082947507223,"LINESTRING (11.9628817 57.7056705, 11.9628823 57.7056583, 11.9628821 57.7056424, 11.9628823 57.7055897)",,,,Västra Hamngatan,,,
3797401431,25706065,0,"[4273241, 124537019, 246689028]",unclassified,,,True,False,53.210918273316,"LINESTRING (11.9630035 57.7056779, 11.9630016 57.7056924, 11.9629859 57.7057775, 11.9629 57.7060643, 11.9628337 57.7061449)",,,yes,"['Västra Hamngatan', 'Kämpebron']",,,
3797401431,3797401428,0,363588266,unclassified,1,,True,False,7.298211977147667,"LINESTRING (11.9630035 57.7056779, 11.96295 57.7056725, 11.9628817 57.7056705)",,,,Södra Hamngatan,,,
3797401436,3343504711,0,"[376298210, 363588267, 617883750]",unclassified,"['1', '2']",,True,False,115.13968524562264,"LINESTRING (11.9613287 57.7058741, 11.9602687 57.7060395, 11.9598906 57.7060981, 11.9596374 57.706146, 11.9595425 57.7061604, 11.9594724 57.7061711)",,,,Södra Hamngatan,,,
3797401436,1386028831,0,1364200870,unclassified,2,30,False,True,6.629479471463524,"LINESTRING (11.9613287 57.7058741, 11.9613391 57.7058556, 11.9613574 57.7058165)",,,,Lilla Torget,,,
3797446524,3343504707,0,617883752,unclassified,1,,True,False,8.635644320279088,"LINESTRING (11.9593259 57.7061602, 11.9594534 57.7061229)",,,,Södra Hamngatan,,,
3797446524,3764228305,0,"[400413920, 415251138, 1290396980]",tertiary,1,50,True,False,31.4149951712889,"LINESTRING (11.9593259 57.7061602, 11.9593116 57.7061356, 11.9592955 57.7060786, 11.9592929 57.7060183, 11.9592939 57.7058795)",,,,Stora Badhusgatan,,,
3804212601,25599394,0,28638595,living_street,,walk,False,True,212.50553608891258,"LINESTRING (11.9682991 57.7058376, 11.9663889 57.7055207, 11.9662339 57.7054976, 11.9659544 57.7054564, 11.9658835 57.7054458, 11.9658331 57.7054379, 11.9648626 57.7053094)",,,,Drottninggatan,7,,
4036318056,32958903,0,15309532,tertiary,,50,True,False,1.5387896400929455,"LINESTRING (11.97292 57.6846595, 11.9729344 57.684648)",,,,Doktor Allards Gata,,roundabout,
4036318057,309767749,0,15309532,tertiary,,50,True,False,16.706973503188934,"LINESTRING (11.9733521 57.6847943, 11.9733181 57.6848108, 11.9732794 57.6848229, 11.9732026 57.6848382, 11.9731527 57.6848426, 11.9730951 57.684845)",,,,Doktor Allards Gata,,roundabout,
4036318057,101586799,0,114541222,residential,,50,True,False,17.115168661945358,"LINESTRING (11.9733521 57.6847943, 11.9733831 57.6848399, 11.9733844 57.6849453)",,,,Syréngatan,4.9,,
4359025139,12558494727,0,"[1356868001, 450833445]",secondary,,50,False,"[False, True]",117.99528789538445,"LINESTRING (11.9750146 57.7125493, 11.9748631 57.7124437, 11.9748025 57.7124072, 11.9747245 57.7123741, 11.9739808 57.7121179, 11.9734261 57.7119253)",,,,Bergslagsgatan,,,
4359025139,7048859852,0,753699389,tertiary,2,50,True,False,17.28905987151622,"LINESTRING (11.9750146 57.7125493, 11.975043 57.7125339, 11.975073 57.7125235, 11.9751064 57.7125165, 11.9751417 57.7125133, 11.9751775 57.7125139, 11.9752123 57.7125184, 11.9752447 57.7125265, 11.9752734 57.7125379)",,,,Bergslagsgatan,,roundabout,
4571834271,320395676,0,"[1423066987, 1134756461]",tertiary,,50,True,False,44.427730617881515,"LINESTRING (11.9696653 57.6997019, 11.9693914 57.6999159, 11.9693474 57.6999469, 11.9692423 57.7000313)",,,,Vasaplatsen,,,
4571834271,312999712,0,"[1367301216, 4770114]",tertiary,2,50,True,False,56.94424512488265,"LINESTRING (11.9696653 57.6997019, 11.9695763 57.6997431, 11.9694483 57.6998248, 11.9693403 57.6998961, 11.9692934 57.6999237, 11.9692679 57.6999344, 11.9692397 57.6999402, 11.9691921 57.6999434, 11.9691331 57.6999391, 11.9690647 57.6999266, 11.9690089 57.6999167, 11.9689138 57.6999029)",,,,Vasaplatsen,,,
4605891996,2997554293,0,1432101176,residential,1,40,True,False,11.323357968372006,"LINESTRING (11.9780905 57.7075994, 11.9778999 57.7075982)",,,,Stampgatan,,,
4605891996,9955312448,0,1086493923,residential,1,40,True,False,20.15261862154669,"LINESTRING (11.9780905 57.7075994, 11.9779972 57.7076175, 11.9779441 57.707628, 11.977897 57.7076451, 11.9778608 57.7076656, 11.9778201 57.7076984)",,,,Stampgatan,,,
4649967172,259428433,0,46828050,tertiary,2,50,False,False,285.7683127778734,"LINESTRING (11.97979233524973 57.717886942090786, 11.9797808 57.7178825, 11.9796836 57.717837, 11.9795487 57.7177824, 11.9793838 57.7177246, 11.9787924 57.7175262, 11.9773427 57.7170513, 11.9766882 57.7168321, 11.975844 57.716562)",,,,Gullbergs Strandgata,,,
4707809980,25708791,0,"[4264304, 211488811, 18470947, 1195589149]",secondary,2,50,True,False,236.62208055008762,"LINESTRING (11.9607954 57.699627, 11.9609735 57.6996374, 11.9616965 57.6996264, 11.9620948 57.6995969, 11.9622347 57.6995735, 11.962393 57.699524, 11.9625521 57.6994905, 11.9627464 57.699475, 11.9628517 57.6994704, 11.9630352 57.6994648, 11.963113 57.6994771, 11.9638139 57.6995876, 11.9641895 57.6996419, 11.964402 57.6996735, 11.9645452 57.6996948, 11.9646353 57.6997082, 11.9646614 57.6997121)",,,,"['Södra Allégatan', 'Parkgatan']",,,
4731104408,6855062287,0,480082422,secondary,3,50,True,False,37.09522429836638,"LINESTRING (11.9703169 57.7128075, 11.9705937 57.7125934, 11.9706742 57.7125339)",,,,Hisingsbron,,,
4731104408,6647137688,0,707347005,secondary,1,50,True,False,49.108992432787936,"LINESTRING (11.9703169 57.7128075, 11.9703676 57.7126852, 11.9703768 57.7126116, 11.9703649 57.7125549, 11.9703117 57.7124525, 11.9702574 57.7123787)",,,,Hisingsbron,3,,
4827620404,5694982460,0,"[603767955, 225429942]",secondary,1,50,True,False,68.04673623128433,"LINESTRING (11.975893 57.7086505, 11.9759949 57.7086517, 11.9760698 57.7086533, 11.9762401 57.7086799, 11.976495 57.7087164, 11.9766036 57.7087257, 11.9766709 57.7087225, 11.9767698 57.7087056, 11.9768541 57.708681, 11.9769292 57.7086527, 11.9769651 57.7086284)",,,,Burggrevegatan,,,
4827620404,1873712635,0,"[490573736, 1364769457, 8117183]",unclassified,,,False,False,79.20136950770282,"LINESTRING (11.975893 57.7086505, 11.9758889 57.7085778, 11.9758982 57.7084415, 11.9759317 57.7083421, 11.9759979 57.7081725, 11.9760146 57.7080596, 11.9760211 57.707944)",,,,Åkareplatsen,9,,
4939007133,2388781387,0,230366405,secondary,1,50,True,False,10.641840183875633,"LINESTRING (11.9575491 57.6939155, 11.9575761 57.6939275, 11.9576034 57.6939399, 11.9576263 57.6939546, 11.9576439 57.6939713, 11.9576554 57.6939898)",,,,Övre Husargatan,,circular,
4939007133,4939007139,0,"[552928825, 1411025836, 503626575]",residential,1,50,True,False,125.95023634250613,"LINESTRING (11.9575491 57.6939155, 11.9576723 57.6938774, 11.95772 57.693864, 11.9581615 57.6937239, 11.958367 57.6936709, 11.9584277 57.6936671, 11.9585498 57.6936555, 11.9586658 57.693643, 11.9588441 57.6935996, 11.9588952 57.6935845, 11.9589392 57.6935704, 11.9589887 57.6935555, 11.9590905 57.6935297, 11.9591514 57.693517, 11.9593168 57.6934771, 11.9594616 57.6934459)",,,,Brunnsgatan,,,
4939007139,33382087,0,"[503626576, 1297682887]",residential,,50,False,True,111.35844178711503,"LINESTRING (11.9594616 57.6934459, 11.9598017 57.6933352, 11.9609158 57.6929782, 11.9610682 57.6929305)",,,,Brunnsgatan,,,
4939007139,2388781387,0,"[5012832, 552928827, 1421497727]",residential,1,50,True,False,123.46039558662876,"LINESTRING (11.9594616 57.6934459, 11.9593339 57.693492, 11.9591756 57.6935509, 11.9591282 57.6935678, 11.9590986 57.6935766, 11.9590584 57.6935892, 11.9590137 57.6936059, 11.9589168 57.6936382, 11.958819 57.6936668, 11.9586542 57.6937078, 11.9585465 57.6937403, 11.9584636 57.6937653, 11.9582608 57.6938145, 11.9578006 57.6939391, 11.957757 57.6939525, 11.9576977 57.6939749, 11.9576554 57.6939898)",,,,Brunnsgatan,,,
5065981547,30156710,0,"[1193517228, 642939341]",tertiary,1,50,True,False,117.84128118852048,"LINESTRING (11.9361536 57.6925254, 11.9361209 57.6928176, 11.9360187 57.6934164, 11.9360299 57.6934932, 11.9360392 57.6935085, 11.9360499 57.6935259, 11.9360681 57.6935508, 11.9360869 57.6935765)",,,,Ekedalsgatan,,,
5076173004,30133705,0,23025866,residential,2,50,False,False,72.39233147797519,"LINESTRING (11.9349952 57.697776, 11.9347718 57.698416)",,,,Bangatan,,,
